"17. A sanction to an advance or a non-refundable part withdrawal from Provident Fund shall, unless it is specifically renewed, lapse on the expiry of a period of",2 months.,3 months,6 months,12 months,B,[Rule: 299]
18. Remissions of revenue allowed before collection are to be treated as ,reduction of demands,refunds of revenue,reduction of expenditure,misc. Expenditure,A,[Rule: 301]
19. The public debt raised by government by issue of securities shall be managed by the,Finance Ministry,Reserve Bank,State Bank of India,concerned Admin Min/Deptt,B,[Rule: 303]
20. Record of Postal Life Insurance policy (PLI) holders shall be maintained by all drawing officers in Form,GFR 16,GFR 10,GFR 22,GFR 20,D,[Rule: 305]
21. Pick the incorrect one,"Every Government servant, who actually handles cash or stores shall be required to furnish security, for such amount and in such form as Central Government or an Administrator may prescribe",The amount of security to be obtained from a Government servant shall be determined on the basis of actual cash handled which shall include account payee cheques and drafts.,"Security should be furnished in the form of a Fidelity Bond in GFR 17, the security bond should be executed in Form GFR 14.",A Government servant who is officiating against the post of another cash or store handling Government servant shall be required to furnish the full amount of the security prescribed for the post.,B,[Rule: 306 (1) to (4). Account Payee & DD shall be excluded.]
22. Security need not be furnished by the Government Servants in following cases except,"Government servants who are entrusted with the custody of stores, which in the opinion of the competent authority are not considerable.","Government servants, who are entrusted with the custody of office furniture, stationery and other articles required for office management, if the Head of Office is satisfied about the safeguards against loss through pilferage.","Librarian, Library Staff and Drivers of Government vehicles.",Cashier appointed in a Public Works Division.,D,[Rule: 307]
23. A security deposit taken from Government servant shall be retained from the date he vacates his post for at least,six months,3 months,2 years,1 year,A,[Rule: 308]
24. Pick the incorrect one,Transfer of land from a Union Territory to a Central Government Department or vice versa shall be on 'no profit no loss' basis.,Transfer of land from one Department of the Government to another shall be on 'no profit no loss' basis,Transfer of buildings and superstructures shall be at the present day cost minus depreciation of these structures,"The allotment of land to, and recovery of cost of buildings from the Public Sector Undertakings shall be at 'Historical Cost value'",D,[Rule: 310 (1) to (4). At market rate and not on historical value]
25. Valuation for transfer of buildings and superstructures shall be obtained from the,Ministry of Finance,Central Public Works Department,Accounts Officer concerned,concerned Admin Min/Deptt.,B,[Rule: 310 (3)]
"26. The accounts of local bodies, other non-Government bodies, or institutions will be audited by the Indian Audit and Accounts Department under such terms and conditions as may be agreed upon between the Government and the Comptroller and Auditor General of India subject to the provisions of any law made under Article", 149 of the Constitution,150 of the Constitution,151 of the Constitution,152 of the Constitution,A,[Rule: 316]
27. Audit fees on the basis of daily rates prescribed by,the CAG in consultation with the Audited entities,the CAG in consultation with the Government,he Audited entities in consultation with CAG,the Government in consultation with the CAG,D,[Rule: 317]
28. Financial transactions between Government and local bodies shall be rounded off to the nearest,Rupee,Ten,Hundred,Thousand,A,[Rule: 319]
"29. The adjustment bill for contingent advance, along with balance if any, shall be submitted by the government servant from the dated of drawal of advance within",7 days,15 days,30 days,60 days,B,[Rule: 323 (2)]
"30. The Ministry or Department may sanction the grant of an advance to a Government Pleader in connection with law suits, to which Government is a party, up to the maximum limit of",Rs. 5000,Rs. 10000,Rs. 15000,Rs. 25000,D,[Rule: 324]
