34. In case of any cybersecurity incident banks are required to inform the Reserve Bank of India within ,(a) one to two hours ,(b) two to six hours. ,(c) four to six hours ,(d) 24 hours,B
35. CERT stands for ,(a) Computer Emergency Response Team ,(b) Cyber Exposure Response Team ,(c) Computer Emergency Reserve Team ,(d) Cyber Exposure Reserve Team,A
36. Pick the correct one ,(a) The Ministry of Communication and Information Technology has set up CERT under the IT Act. ,"(b) CERT is the nodal agency for resolving cybersecurity incidents in India. It is responsible for scanning cyberspace for cybersecurity vulnerabilities, breaches and malicious activity and can block web pages and websites. ",(c) Both A&B ,(d) None of the given,C
37. The privacy rules provide for the need to ,(a) appoint a grievance officer to address discrepancies and grievances of providers of information. ,(b) appoint a data protection officer to protect the data provided by owner of the information ,(c) Both A&B ,(d) None of the given,A
38. Under privacy rules ,(a) owners or processors of PII are required to maintain any internal records or establish internal processes or documentation. ,(b) owners or processors of PII are not required to maintain any internal records or establish internal processes or documentation ,(c) No requirements have been prescribed for maintaining internal records or establishing internal processes or documentation except the suggestion in the privacy rules that IS/ISO/IEC 27001 is one such security standard that could be adopted.,(d) None of the given,C
39. Cross-border transfer of PII ,(a) require notification to or authorisation from a supervisory authority ,(b) does not require notification to or authorisation from a supervisory authority ,(c) require notification to or authorisation from a supervisory authority in certain cases,(d) A&C,B
40. Pick the correct one ,(a) Individuals have the right to access their personal information held by PII owners and also correct the same ,(b) this appears to relate not only to personal information provided by them but also personal information obtained separately by the PII Owner ,(c) Both A&B ,(d) None of the given,A
"41. If the owner is negligent in using RSPP to protect the SPDI and it results in a wrongful loss or wrongful gain, compensation can be awarded by the adjudicating officer if the claim for damages does not exceed ",(a) 5 million rupees ,(b) 500 million rupees ,(c) 10 million rupees ,(d) 50 million rupees,D
42. Claim for compensation shall be exercised through the judicial system where the claim for damages exceeds ,(a) 5 million rupees ,(b) 10 millions ,(c) 50 million rupees ,(d) 100 millions,C
43. The privacy rules would not apply when ,(a) the parties e.g. employer and employee or service provider and customer agree on the RSPP ,(b) the parties e.g. employer and employee or service provider and customer do not agree on the RSPP ,(c) Both A&B ,(d) None of the above.,A
44. Decisions of the adjudicating officer can be appealed by the owner of PII to the ,(a) Home Secretary to Government ,(b) Cyber Appellate Tribunal ,(c) High Court ,(d) All of the above,B
45. High Court can be approached by the owner of PII against the decision of ,(a) adjudicating officer ,(b) Home Secretary to Government ,(c) Cyber Appellate Tribunal ,(d) CERT,C
46. Pick the correct one ,(a) Indian law does not deal directly with the use of cookies or equivalent technology ,(b) Indian law does not deal with marketing through email or fax. The IT Act does not cover electronic marketing. This is covered by ‘do not call’ rules framed by the Telecom Regulatory Authority of India (TRAI). ,"(c) A person is entitled to three counts - on the third count, the person will be blacklisted and cannot receive any telecom resources for a period of two years.",(d) All of the above,D
47. The Supreme Court of India delivered a landmark judgment declaring the right to privacy as a fundamental right in ,(a) August 2017 ,(b) August 2015 ,(c) August 2018 ,(d) August 2019,A
48. The Ministry of Electronics and Information Technology was set up on ,(a) 27 September 2018 ,(b) 27 July 2018 ,(c) 27 July 2019 ,(d) 27 September 2019,B
"49. Personal Data Protection Bill, 2019 was introduced in Lok Sabha by the then Minister of Electronics and Information Technology, Shri Ravi Shankar Prasad on ",(a) 1st December 2018 ,(b) 1st September 2019 ,(c) 11th December 2019 ,(d) 11th September 2019,C
50. Pick the incorrect one ,"(a) Personal Data Protection Bill, 2019 is India’s first attempt towards a specific data protection and privacy statue in India ",(b) The Bill contains 10 Chapter and 112 Sections ,"(c) A large portion of the Bill seems to have been adopted from the recent global data protection regulations of the EU and it includes concepts such as the right to be forgotten, privacy-by-design, consent-based approach, data localisation requirements, data protection officers and data protection authority among others. ",(d) None of the given,B
