28. Which of the following is not a multitasking operating system? ,(a) Windows ,(b) Linux ,(c) Win NT,(d) DOS,D
29. You should choose Sleep option when ,(a) The computer is tired after working for the whole day ,(b) You are leaving for a very short time and want to resume you work shortly ,(c) When computer gets hanged frequently. Let it sleep for some time,(d) You finish working and going to bed,B
30. The …. displays the name of every computer user on the computer ,(a) Wish list screen ,(b) Command screen ,(c) Welcome screen,(d) None of the above,C
31. The category of software most appropriate for controlling the design and layout of complex document like newsletters and brochure is: ,(a) Word processing ,(b) Computer aided design ,(c) Web page authoring,(d) Desktop publishing,A
32. Which one is not a system tool? ,(a) Backup ,(b) Disk defragment ,(c) Virus scanning,(d) All of the above,C
33. The memory which allocates space for DOS and application is called ,(a) Expanded memory ,(b) Cache memory ,(c) Virtual memory,(d) Conventional memory,D
34. The operating system creates … from the physical computer ,(a) Virtual space ,(b) Virtual computer ,(c) Virtual device,(d) None,B
35. The operating system creates _____ from the physical computer ,(a) Virtual space ,(b) Virtual computers ,(c) Virtual device,(d) None,B
36. Which menu bar selection would you access to open file? ,(a) Option ,(b) Help ,(c) View,(d) None of above,D
37. Which mode loads minimal set of drivers when starting Windows? ,(a) Safe Mode ,(b) Normal Mode ,(c) VGA Mode,(d) Network Support Mode,A
38. Which of the following are loaded in safe mode? ,(a) Keyboard driver ,(b) Mouse driver ,(c) VGA drive,(d) All of above,D
39. A …. is a named location on a disk where files are stored ,(a) Folder ,(b) Pod ,(c) Version,(d) None of the above,A
40. Which command is used to see the version of operating system? ,(a) Vol ,(b) Version ,(c) Ver,(d) None of the above,C
41. Which type of command requires additional files to perform specific operations? ,(a) Internal commands ,(b) External commands ,(c) Valuable commands,(d) Primary commands,B
42. Which of the following is system software? ,(a) Operating system ,(b) Compiler ,(c) Utilities,(d) All of the above,D
43. A user-interface that is easy to use is considered to be ,(a) User-happy ,(b) User-simple ,(c) User-friendly,(d) None of the above,C
44. A ….is a flash memory storage device that plugins into a USB port ,(a) USB snap drive ,(b) USB flash drive ,(c) USB memory maker drive,(d) None of above,B
45. The ….is the drive containing the files to be copied ,(a) Source drive ,(b) Destination drive ,(c) USB drive,(d) None of the above,A
46. The number of character contained in primary name (DOS)? ,(a) Up to 8 characters ,(b) 3 characters ,(c) Up to 10 characters,(d) None of the above,A
47. Which one of the following is not a multitasking operating system? ,(a) DOS ,(b) Windows ,(c) Unix,(d) Linux,A
48. The most recent version of MAC OS is based on the … operating system ,(a) Windows ,(b) Linux ,(c) Unix,(d) CMOS,C
49. The … operating system was initially created in the early 1970s at AT and T’s Bell Labs ,(a) Linux ,(b) DOS ,(c) Unix,(d) GNU,C
50. Which command is used to undelete a bunch of files with extension .doc that you have just deleted? ,(a) Undelete ,(b) Undelete/all ,(c) Undelete *.doc,(d) All of above,C
51. Which command is used to display the contents of the text file of DOS? ,(a) Copy con ,(b) Copy ,(c) Type,(d) Dir,C
"52. In Windows, start button is used to ",(a) Run applications ,(b) Device setting ,(c) Turn off the system,(d) All of above,D
53. Which of the following is an essential file of a MS-DOS boot disk? ,(a) COMMAND.COM ,(b) START.COM ,(c) TREE.COM,(d) VER.COM,A
54. Which one is true for unconditional disk formatting? ,(a) Destroys every byte of data on a disk by overwriting it with with blank spaces ,(b) Do not check/scan surface after format ,(c) Transfer system files after format,(d) All of above,A
"55. Once text has been cut to the clipboard, you can …..that text into another document ",(a) Paste ,(b) Copy ,(c) Transfer,(d) None of the above,A
56. What is the function of radio button? ,(a) To select multiple option ,(b) To select single option ,(c) To select all option,(d) All of above,B
57. The Banker’s algorithm is used ,(a) to rectify deadlock ,(b) to detect deadlock ,(c) to prevent deadlock,(d) to slove deadlock,C
58. The primary purpose of an operating system is: ,(a) To make the most efficient use of the computer hardware ,"(b) To allow people to use the computer, ",(c) To keep systems programmers employed,(d) To make computers easier to use,A
59. The primary purpose of an operating system is a … ,(a) To make the most efficient use of computer hardware ,(b) To allow people to use the computer ,(c) To keep system programmer employed,(d) To make computer easier to use,A
60. You can use print manage window ,(a) To check status of files in the print queue ,(b) To cancel the print job ,(c) To interrupt printing,(d) All of the above,D
61. Which of the following operating system reads and reacts in actual time? ,(a) Quick Response System ,(b) Real Time System ,(c) Time Sharing System,(d) Batch Processing System,B
62. All of the following are TRUE regarding virtual memory EXCEPT ,(a) Any amount of RAM can be allocated to virtual memory ,(b) The setting for the amount of hard disk drive space to allocate virtual memory can be manually change ,(c) This temporary storage is called the swap file or page file,(d) Virtual memory is the physical space o the hard drive,A
63. The essential difference between an operating system like Linux and one like Windows is that ,"(a) Windows can run with an Intel processor, whereas Linux cannot ",(b) Linux is a proprietary whereas Windows is not ,"(c) There are multiple versions of Linux, but only one version of Windows",(d) Any programmer can modify Linux code which is not permitted with Windows,D
64. What is dispatch latency? ,(a) The time taken by the dispatcher to stop one process and start another ,(b) The time taken by the processor to write a file into disk ,(c) The whole time taken by all processor,(d) None of Above,A
65. A page fault occurs when ,(a) the Deadlock happens ,(b) the Segmentation starts ,(c) the page is found in the memory,(d) the page is not found in the memory,D
66. Whenever you move a directory from one location to another ,(a) All files inside the directory are moved ,(b) All the subdirectory inside that directory are moved ,(c) The directory is moved the source file is not moved,(d) Both a and b,D
67. The Basic Input Output System (BIOS) resides in ,(a) RAM ,(b) ROM ,(c) The CPU,(d) Memory Cache,B
68. Which of the following does not occur during the power-on-self-test (POST)? ,(a) The scandisk utility begins to run ,(b) The video card and video memory are tested ,(c) The BIOS identification process occurs,(d) Memory chip are checked to ensure that they are working properly,A
69. The maximum size of a write file is limited to only ,(a) Name of the file ,(b) Extension of the file ,(c) The amount of memory in your computer,(d) All of above,C
70. Which of the following is drop down list? ,(a) List ,(b) Combo box ,(c) Text area,(d) None,B
71. Recently deleted files are stored in ,(a) Recycle bin ,(b) Desktop ,(c) Taskbar,(d) My computer,A
72. Which components appear in the initial Windows start up display? ,(a) Dialog boxes ,(b) Start menu ,(c) Taskbar,(d) All of above,C
73. A small part of taskbar that has icons of background running applications is ,(a) Start button ,(b) Quick launch ,(c) Task bar,(d) System tray,D
74. An operating system version designed for use with a media center PC is Microsoft Windows XP ,(a) Home edition ,(b) Media center edition ,(c) Tablet PC edition,(d) None of above,B
75. An operating system version designed for use with a tablet PC is Microsoft Windows XP ,(a) Home edition ,(b) Media center edition ,(c) Tablet PC edition,(d) None of the above,C
76. The date and time displays on ,(a) Taskbar ,(b) Status bar ,(c) System tray,(d) Launch pad,C
77. …. runs on a computer hardware and serves as a platform for other system to run on ,(a) Operating system ,(b) Application system ,(c) System software,(d) All of above,A
78. Which runs on computer hardware and serve as platform for other software to run on? ,(a) Operating System ,(b) Application Software ,(c) System Software,(d) All,A
79. … is the program run on a computer when the computer boots up ,(a) System software ,(b) Operating system ,(c) System operations,(d) None,B
80. Which is the first program run on a computer when the computer boots up? ,(a) System software ,(b) Operating system ,(c) System operations,(d) None,B
81. The ….contains commands associated with the My Computer window ,(a) Standard menu ,(b) Start menu ,(c) System menu,(d) None of the above,C
82. …. is the layer of a computer system between the hardware and the user program ,(a) Operating environment ,(b) Operating system ,(c) System environment,(d) None of these,B
83. Which is the layer of a computer system between the hardware and the user program ,(a) Operating environment ,(b) Operating system ,(c) System environment,(d) None,B
84. When you start up the computer the boot up storage at which the BIOS versions manufacturer and data are displayed on the monitor is called ,(a) Bootstrap ,(b) Power on self test (POST) ,(c) System configuration,(d) Kernel loading,B
85. The operating system is the most common type of …. Software ,(a) Communication ,(b) Application ,(c) System,(d) Word processing software,C
86. Which of the following is/are external commands? ,(a) Edit ,(b) Label ,(c) Sys,(d) All of above,D
87. Which is not an external command? ,(a) Edit ,(b) XCOPY ,(c) Sys,(d) None of the above,D
88. Which of the following is not essential to shut down your computer? ,(a) Save all opened files ,(b) Close all running applications ,(c) Switch off monitor,(d) Cut off the power supply,C
89. What is Dr. Watson? ,(a) IT Expert ,(b) Diagnosis tool ,(c) Surgeon,(d) None,B
90. The command allows you to create logical drive ,(a) Sort ,(b) Path ,(c) Subst,(d) Batch,C
91. The command used to create logical drive for specific location of disk ,(a) Fdisk ,(b) Format ,(c) Subst,(d) All of the above,C
92. You can move a window to a different position on your screen by dragging it by its ,(a) Move handle ,(b) Tail ,(c) Status bar,(d) Title bar,A
"93. A bar that inform you the available options in your computer, opened applications, background running applications and can be used to switch between applications quickly is ",(a) Menu bar ,(b) Tool bar ,(c) Status bar,(d) Task bar,D
94. Which components appear in the initial windows start up display? ,(a) Dialog box ,(b) Task bar ,(c) Start menu,(d) All of the above,B
95. Taskbar is used for ,(a) Navigation program ,(b) Switching between program ,(c) Start a program,(d) All of above,D
96. To install the new font ,(a) Start -> setting -> control panel -> font ,(b) Start -> setting -> control panel -> font -> install new font ,(c) Start -> control panel -> font -> install new font,(d) Start -> setting -> font,B
"97. When a peripheral device needs immediate attention from the operating system, it generates a(n) ",(a) Interrupt ,(b) Spool ,(c) Stack,(d) Page file,A
"98. Underlined text, such as text and folder names is referred to as ",(a) Hyperlink ,(b) Menu ,(c) Source drive,(d) None of these,A
99. Which of the following is suitable after you install new drivers? ,(a) Shut Down ,(b) Restart ,(c) Sleep,(d) Hibernate,B
100. Windows displays various options to shutdown. Which is suitable at the end of day? ,(a) Shut Down ,(b) Restart ,(c) Sleep,(d) Hibernate,A
