40. Data mining cannot be done if ,(a) Operational data has not been archived ,(b) Earlier management decisions are not available ,(c) The organization is large ,(d) All processing had been only batch processing,A
41. Batch processing is preffered over on – line transaction processing when  (i) Processing efficiency is important (ii) The volume of data to be processed is large (iii) Only periodic processing is needed (iv) A large number of queries are to be processed,"(a) i,ii ","(b) i,iii ","(c) ii,iii ","(d). i,ii,iii",D
42.On-line transaction processing is used when (i). It is required to answer random queries  (ii) . It is required to ensure correct processing  (iii). All files are available on-line  (iv). All files are stored using hard disk ,"(a) i,ii ","(b) i,iii ","(c) ii,iii,iv ","(d) I,ii,iii",B
43. Which is not a domain of Artificial Intelligence? ,(a) Virtual Reality ,(b) Intelligent Agents ,(c) Expert System ,(d) None of the above,D
44. Which one of the following is used for evaluating credit risks? ,(a) Virtual Reality ,(b) Neural Network ,(c) Fuzzy logic ,(d) None of the above,B
45. Which computer based model is developed after human brain? ,(a) Fuzzy logic ,(b) Neural Network ,(c) Virtual Reality ,(d) All of the above,B
46. Knowledge based system supports _________________ ,(a) Knowledge of creation ,(b) Knowledge of support ,(c) Knowledge of Dissemination ,(d) All of the above,D
47. Which of the system uses Multidimensional data analysis? ,(a) DSS ,(b) MIS ,(c) ESS ,(d) All of the above,A
48. Cybernetic system is the one which is ,(a) Self Monitoring ,(b) Self controlling ,(c) Self regulating ,(d) All of the above,D
"49. Which of the following level of managers develop short-and medium-range plans, schedules, and budgets and specify the policies, procedures, and business objectives for their sub – units of the company? ",(a) Strategic ,(b) Tactical ,(c) Operational ,(d) Front Line,B
"50. Information that is outdated, inaccurate, or hard to understand would be very meaningful, useful, or valuable to you or other business professionals. ",(a) True ,(b) False,,,A
51. Information has three dimensions. There are ,"(a) Time, consent, and form ","(b) Time, content and form ","(c) Cost, content and form ","(d) Time, content and Value",B
"52. According to your text book, the emerging class of applications focuses on personalized decision support, modeling, information retrieval, data warehousing, what-if scenarios and reporting is called : ",(a) Decision Support Trends ,(b) Decision Support History ,(c) Decision Support models ,(d) Decision Support class,A
"53. The growth of corporate intranets, extranets, as well as the web, has accelerated the development and use of “executive class” information delivery and decision support software tools by lower levels of management and by individuals and teams of business professionals. This dramatic expansion has opened the door to the use of which of the following tool? ",(a) Business Intelligence(BI) ,(b) Business Knowledge (BK) ,(c) Business Ideas (BI) ,(d) Business Intelligent(BI),A
"54. According to your text book, the Decision support systems use all of the following EXCEPT : ",(a) Analytical models ,(b) Specialized databases ,(c) Online transaction processing ,"(d) A decision makers own insight and judgments e. An interactive, computer based modeling process to support the making of semistructured business decision.",C
55. _________________ were the original type of information system developed to support managerial decision making. An MIS produces information. ,(a) Management information systems ,(b) Decision Support systems ,(c) Management Tracking Systems ,(d) Strategic Information System,A
"56. Which of the following involves analyzing complex relationships among thousands or even millions of data items stored in data marts, data warehouses, and other multidimensional databases to discover patterns, trends, and exception conditions? ",(a) OLTP ,(b) OLAP ,(c) OISE ,(d) OLALA,B
"57. _______________represent complex data using interactive three-dimensional graphical forms such as charts, graphs and maps. ",(a) Data entry systems ,(b) Data Analysis systems ,(c) Database Management ,(d) Data visualization systems,D
58. Another name of goal seeking analysis is : ,(a) How to ,(b) How can ,(c) Why not ,(d) What’s up,B
59. Decision support system involves all of the following types of analytical modeling activities except? ,(a) What-if analysis ,(b) Sensitivity analysis ,(c) Goal-seeking analysis ,(d) Heuristics e. Optimization analysis,D
"60. In which of the following types of analysis, the value of only one variable is changed repeatedly, and the resulting changes on other variables are observed. ",(a) what if analysis ,(b) sensitivity analysis ,(c) Goal seeking analysis ,(d) None of these,B
"61. In which of the following types of analysis, the goal is to find the optimum value for one or more target variables, given certain constraints? ",(a) what if analysis ,(b) optimization ,(c) Goal seeking analysis ,(d) None of these,B
62. ________________ is one of the most common and useful types of data mining for marketing. The purpose of market basket analysis is to determine what products customers purchase together with other products. ,(a) Market Box Analysis (MBA) ,(b) Market of Business Administration (MBA) ,(c) Market Bazar analysis (MBA) ,(d) Marketing information system,A
"63. The first goal of executive information system is to provide top executives with immediate and easy access to information about a firm’s______________,that is,key factors that are critical to information about a firm’s that is key factors that are critical to accomplishing an organizations strategic objectives. ",(a) Critical success factors (CSFs) ,(b) Critical accomplishing factors (CAFs) ,(c) Critical executive system (CECs) ,(d) None of these,A
"64. “ A user checks his email , looks up the current company stock price, checks his available vacation days, and receives an order from a customer-all from the browser on his desktop. That is the next – generation intranet,also known as: ",(a) corporate or enterprise information system ,(b) corporate or enterprise homepage ,(c) Corporate or enterprise homepage ,(d) None of the above,B
"65. In many organizations, hypermedia database at corporate intranet websites have become the knowledge bases for storage and dissemination of business knowledge. ",(a) true ,(b) False,,,A
"66. ___________ is a field of science and technology based on disciplines such as computer science, biology, psychology, linguistics, mathematics and engineering. ",(a) Natural intelligence ,(b) Artificial intelligence ,(c) Articulate intelligence ,(d) None of the above,B
"67. ___________ involves using multi- sensory human – computer interface that enable human users to experience computer – simulated objects, spaces, activities, and “words” as if they actually exist ",(a) virtual office ,(b) virtual reality ,(c) Real reality ,(d) Reality,B
68. The components of an expert system include a ________________ that perform interfaces on the knowledge base and communicate answers to a user’s question? ,(a) Database and software module ,(b) knowledge base and software module ,(c) communication base and software module ,(d) knowledge base and interactive module,B
69. Information systems are composed of _________________ basic components. ,(a) Four ,(b) three ,(c) two ,(d) Many,B
70. The human order take cam be bypassed when using a(n) ,(a) Office automation system ,(b) Management information ,(c) transaction processing system ,(d) decision support system,C
71. The _________ can help you choose a product ,(a) Office automation system ,(b) Management information system ,(c) Transaction processing ,(d) decision support system,D
72. The expert system uses a(n) ____________ to select the most appropriate response ,(a) inference ,(b) decision support system ,(c) knowledge base ,(d) data source,A
73. An intranet that is accessible by outside workers. ,(a) firewall ,(b) extranet ,(c) management information system ,(d) P2PN,B
"74. _____________ is the capability to continue as if nothing has happended, even after a major component failure ",(a) redundancy ,(b) interoperability ,(c) fault tolerance ,(d) back up,C
75. striping with parity is also known as RAID____________ ,(a) 0 ,(b)1 ,(c)4 ,(d)6,C
76. A storage device that is connected directly to a netwok ia an example of ______________ ,(a) network attached storage ,(b) storage area network ,(c) direct attached storage ,(d) RAID,A
77. A tape library will use a robotic component called a(n) ___________ to change and store multiple tape cartridges ,(a) RAID ,(b) Backup device ,(c) redundant system ,(d) Auto loader,D
78. More than one of the same component is an example of a ______________ system ,(a) Scalable ,(b) redundant ,(c) RAID ,(d) back up,B
79. Which type of database stores data in two – dimensional tables? ,(a) Network ,(b) Hierarchical ,(c) Table ,(d) Relational,D
