"80. Data Protection refers to the set of privacy laws, policies and procedures that aims to minimise intrusion into ",(a) Privacy of Government employees ,(b) Privacy of Political leaders ,(c) Privacy of Corporate Bodies ,(d) Privacy of all individuals,D
81. Personal data generally refers to information or data which relate to a person who can be identified from that information or data collected by ,(a) Government ,(b) Private Organisation ,(c) An agency ,(d) All of the above,D
82. ICDS is an e-government project for ,(a) Community Development ,(b) Children and Women ,(c) Children Health and Mal-nutrition ,(d) All of the above,C
83. ICDS stands for ,(a) Integrated Child Development Services ,(b) Integrated Community Development Services ,(c) Indian Centre for Development and Strategy ,(d) Indian Community Development System,A
84. DBOFT stands for ,(a) Direct Benefit Online Fund Transfer ,"(b) Design, Build, Finance, Operate and Transfer ","(c) Deliberate, Build, Finance, Operate and Transfer ","(d) Design, Buy, Finance, Operate and Transfer",B
"85. How many gram panchayat will be connect under Bharat Net, a Digital India programme ",(a) 500000 ,(b) 100000 ,(c) 350000 ,(d) 250000,D
86. As an initiative to improve digital connectivity in the country development of high speed wi-fi hotspots throughout the country is undertaken by ,(a) BSNL ,(b) IDEA ,(c) Airtel Bharti ,(d) Reliance Jio,A
"87. Which application helps to store crucial documents like Voter ID Card, Pan Card, BPL Card, Driving License, education certificates, etc. in the cloud? ",(a) Volte ,(b) Meghraj ,(c) Digi Locker ,(d) e-Locker,C
88. Project e-Seva was launched in 2001 by ,(a) Central Government ,(b) State of Maharashtra ,(c) State of Gujarat ,(d) State of Hyderabad,D
89. e-Seva is the improved version of ,(a) Project KALP ,(b) Project PRAGATI ,(c) Project TWIN ,(d) Project APNA,C
"90. Project FRIENDS (Fast, Reliable, Instant, Efficient Network for Disbursement) to handle 1,000 types of payment bills originating out of various PSUs was launched in ",(a) State of Kerala ,(b) State of Maharashtra ,(c) State of Gujarat ,(d) State of Hyderabad,A
"91. This portal that provides the opportunity for schools, teachers and students al across the nation, to express and share their creative and academic potential via the internet is ",(a) Shiksha India ,(b) Samriddh India ,(c) Vidhya Vahini ,(d) Kala-Kaushal Vahini,C
"92. Lok-Mitra an e-governance project is a one stop, citizen friendly computerized centre located in ",(a) Ahmedabad ,(b) Jaipur ,(c) Delhi ,(d) Mumbai,B
93. The Integrated Citizen Facilitation Centres of Maharashtra is also known as ,(a) SETU ,(b) UTHAN ,(c) BHAGIDARI ,(d) DHARA,A
"94. An Intranet based system that has been developed and implemented for Jaipur City Police enabling the city police officers to carry out on-line sharing of crime & criminal data bases, carry out communication and perform monitoring activities is ",(a) SAHYOG ,(b) SAMADHAN ,(c) AARAKSHI ,(d) SHANTI,C
95. The project is designed to computerize the over-all functions of tax collection system of Patna Municipal Corporation ,(a) DHAN ,(b) MUDRA ,(c) PAISA ,(d) MAHAK,B
"96. The online treasury project, KHAJANE, computerizes all the 216 treasury offices in and is connected to a central server at the State Secretariat through VSAT (Very Small Aperture Terminal). ",(a) Maharshtra ,(b) Gujarat ,(c) Karnataka ,(d) Tamil Nadu,C
"97. This project comprises a commercially viable model for bringing relevant information, products and services via the Internet to the unserved rural market of India ",(a) TARAhaat ,(b) Bazzar ,(c) e-Haat ,(d) Gramin-Haat,A
"98. ‘Gramsampark’ is a complete database of available resources, basic amenities, beneficiaries of government programmes and public grievances in all the villages of ",(a) Guajarat ,(b) Rajasthan ,(c) Uttar Pradesh ,(d) Madhya Pradesh,D
99. Akshaya an e-governance project of Kerala pertains to ,(a) Poverty ,(b) Corruption ,(c) Illiteracy ,(d) Rural Market,C
100. Stamps & Registration Information Technology based Administration in the State of Maharashtra is known by the name ,(a) SARITA ,(b) BHAGYA ,(c) BHOOMI ,(d) JAMEEN,A
