32. Which of them is not an AntiVirus software? ,(a) Avira ,(b) Panda ,(c) Avast ,(d) Beast,D,,,
33. A worm is ,(a) A slimy pink thing that lives in dirt ,(b) Pieces of malicious code that make copies of themselves and spread through computers without human interaction. ,(c) An unsolicited email message.,,B,,,
34. The way I operate my computer can affect other people. ,(a) True ,(b) False,,,A,,,
35. You just got a new computer which has antivirus software already installed. Is it safe to use on the internet immediately? ,(a) Yes ,(b) No ,(c) Maybe,,B,,,
36. Why might someone break into (hack) your computer? ,(a) They don't like you. ,(b) To commit a crime ,(c) Random vandalism ,"(d) To use it to distribute porn, malicious programs, etc. E. All of the above",E,,,
"37. If you receive an email claiming to need your username and/or password, what should you do? ",(a) Report it as phishing/spam through your email provider ,(b) Delete the message ,(c) Reply to the message with your email and password,,A,,,
38. Both email attachments and downloaded files can spread malware. ,(a) True ,(b) False,,,A,,,
39. What is the best way to protect your information when you are away from your computer? ,(a) Lock the computer with a password ,(b) Activate the screen saver ,(c) Turn the monitor off,,A,,,
40. What is a firewall? ,(a) A wall that is reinforced and cannot catch on fire. ,(b) A program that protects against viruses. ,(c) A filter for an internet connection that monitors outgoing and incoming activity.,,C,,,
41. A strong password should contain: ,(a) Both uppercase and lowercase letters. ,"(b) A word that is easy to remember, such as the name of a pet. ","(c) At least 8 characters, and a combination of letters, numbers, and characters.",,C,,,
42. Social engineering is: ,(a) A website created for people who share common interests. ,"(b) Scams distributed through email such as phishing, pharming and impersonation. ",(c) A targeted attack on a personal computer.,,B,,,
"43. To be considered a computer crime, what needs to be involved in the crime?",(a) Technology,(b) Computers,(c) Data,(d) Networks,B,,,
44. What category of software is designed to cause detriment to your computer?,(a) Bugs,(b) Malware,(c) Systems software,(d) Network snakes,B,,,
"45. What worm emailed people with the words ""I LOVE YOU"" in the year 2000?",(a) The Love Bug,(b) The Love Letter,(c) The Valentine Connection,(d) The Darling Link,A,,,
46. What type of virus describes the awful consequences of not acting immediately?,(a) Android,(b) Spoofing,(c) Misleading e-mail,(d) Phishing,C,,,
47. Which computer virus records every movement you make on your computer?,(a) Malware Android,(b) Key logger,(c) DoS,(d) Trapper,B,,,
48. What is it called when someone changes the FROM section of an email so that the message you receive appears to come from a person other than the one who sent it?,(a) Spoofing,(b) DoS,(c) Spam,(d) Trapper,A,,,
49. What program would you use to gain administrative rights to someone's computer?,(a) Bot,(b) Executive Android,(c) Rootkit,(d) Trojan horse,C,,,
50. What is your computer called when it is infected with a malware bot?,(a) Zombie,(b) Android,(c) E-Ogre,(d) Dirty bot,A,,,
51. What type of hacker was the 16 year-old individual who hacked into NASA networks and downloaded temperature and humidity control software worth $1.7 billion?,(a) Thrill-seeker hacker,(b) Black-hat hacker,(c) Script kiddie,(d) White-hat hacker,D,,,
52. What is a person called when they try to hurt a group of people with the use of a computer?,(a) White-hat intruder,(b) Cracker,(c) Social engineer,(d) Cyber terrorist,D,,,
53. A virus that is designed to avoid discovery by attacking the virus signatures or the antivirus program attempting to detect it,(a) Antivirus,(b) Retrovirus ,(c) Super-virus,(d) Macro Virus,B,,,
"54. A self-encrypted virus designed to avoid detection by a scanner and duplicates itself by creating usable, albeit slightly modified, copies of itself is called",(a) Womb,(b) Bug,(c) Crypto Virus,(d) Polymorphic Virus,D,,,
55. A proxy firewall filters at the,(a) Physical layer,(b) Application layer,(c) Data link layer,(d) Network layer,B,,,
56. A packet.filter firewall filters at the,(a) Application or transport,(b) Data link layer,(c) Physical Layer,(d) Network or transport layer,D,,,
57. Which of the following are the solutions to network security? i) Encryption ii) Authentication iii) Authorization iv) Non-repudiation ,"(a) i, ii and iii only","(b) ii, iii and iv only","(c) i, iii and iv only","(d) All i, ii, iii and iv",D,,,
58 is to protect data and passwords.,(a) Encryption,(b) Authentication,(c) Authorization,(d) Non-repudiation,A,,,
59. The following protocols and system are commonly used to provide various degrees of security services in computer network. i) IP filtering ii) Reverse Address Translation iii) IP security Architecture (IPsec) iv) Firewalls v) Socks ,"(a) i, ii, iii and iv only","(b) i, iii, iv and v only","(c) ii, iii, iv and v only","(d) All i, ii, iii, iv and v",B,,,
60. A firewall is installed at the point where the secure internal network and untrusted external network meet which is also known as,(a) Chock point,(b) meeting point,(c) firewall point,(d) secure point,A,,,
61. Which of the following is / are the types of firewall? ,(a) Packet Filtering Firewall,(b) Dual Homed Gateway Firewall,(c) Screen Host Firewall,(d) All of the above,D,,,
62. The components of IP security includes ………………….,(a) Authentication Header (AH),(b) Encapsulating Security Payload (ESP),(c) Internet key Exchange (IKE),(d) All of the above,D,,,
63 is used to carry traffic of one protocol over network that does not support that protocol directly.,(a) Tunneling,(b) Transferring,(c) Trafficking,(d) Switching,A,,,
"64. In Mode, the authentication header is inserted immediately after the IP header.",(a) Tunnel,(b) Transport,(c) Authentication,(d) Both A and B,A,,,
"65. A is an extension of an enterprise’s private intranet across a public Network such as the Internet across a public Network such as the Internet, creating a secure private connection.",(a) VNP,(b) VPN,(c) VSN,(d) VSPN,B,,,
