60. Pick the incorrect one ,"(a) Cases of fraud should be highlighted (Printed in BOLD TYPE) in the Inspection reports, Audit note & Audit Report with a recommendation to the executive for detailed investigation and response ","(b) Material/significant cases of fraud and corruption may be reported through separate confidential letters to the specified investigating agency like CBI, CVC (Union), SVC, Lok Ayukta (State) etc. with the approval of the CAG ",(c) Both A&B ,(d) None of the given,B
61. Pick the incorrect one ,"(a) With regard to fraud in Financial Statement two types of intentional misstatements are relevant to the auditor, viz, misstatements resulting from fraudulent financial reporting and misstatements resulting from misappropriation of assets ","(b) Audit is responsible to provide reasonable assurance with regard to reliability of financial reporting, effectiveness and efficiency of operations and compliance with applicable laws and regulations ",(c) prevention and detection of fraud and error rests primarily with Management through internal control,"(d) Detection of fraud is not the primary objective of audit. However, in performance audits, while selecting objectives, sub-objectives and issues, the vulnerability/risk to fraud and corruption should be given due consideration.",B
"62. Red flag area for fraud and corruption are i. delegation of power ii. collusion between supplier and entity iii. misuse of financial power iv. confirmation with other related parties iv. spilt purchase, cartelization, collusive bidding, over and under invoicing ","(a) ii, iii, iv and v ","(b) i, iii, iv and v ","(c) i, ii, iii and iv",(d) All of the above,D
63. Pick the incorrect one ,(a) Prevention of frauds in computerized systems involve setting up of proper access controls both physical and logical ,(b) Physical Access Control ensures control against unauthorized access to computerized system ,(c) Logical Access Control prevents unauthorized access to data and software for its use and manipulation,(d) None of the given,D
64. Elements of internal control activities include ,(a) The policies and procedures established to address risks and to achieve the entity’s objectives ,"(b) Occurs throughout the organisation, at all levels and in all functions. They include a range of detective and preventive control activities ",(c) Both A&B,(d) None of the given,C
65. IT Control Activities are of ,(a) two types-General and Application ,(b) two types-Normal and Specific ,"(c) three types-General, Application and Targeted","(d) three types-Normal, Specific and High End",A
66. Pick the correct one ,"(a) In the case of regularity (financial audit), mainly such controls are evaluated that assist in safeguarding assets and resources, and assure the accuracy and completeness of accounting records ","(b) In the case of regularity (compliance audit), such assessment is mainly of controls that assist management in complying with laws and regulations ","(c) In the case of performance audit, such controls are evaluated that assist in conducting the business of the audited entity in an economic, efficient and effective manner, ensuring adherence to management policies, and producing timely and reliable financial and management information.",(d) All of the above ,D
67. Which of the following is incorrect ,(a) Techniques for testing controls include (i) Observation (ii) Interview/Enquiry (iii) Analysis (iv) Verification (v) Re-performance (vi) Test Data ,(b) Observation particularly important where there no permanent record of activities ,(c) Interviewing is useful when evidence is abundant or clear.,(d) None of the above,C
"68. In practice, audit risk is ",(a) always greater than zero ,(b) always lesser than zero. ,(c) always equal to zero,(d) All of the above,A
69. Which one is incorrect about Accountability and Transparency of the SAI? ,"(a) SAI India’s financial statements are open to Parliamentary review and its budget, financial resources and use of resources are in the public domain. ","(b) The mandate, mission and responsibilities of SAI India shall not be in public domain. ",(c) The audit reports of SAI India that include its conclusions and recommendations resulting from its audits shall be tabled in the concerned Legislature or presented to the audited entity’s governing body as required and shall thereafter be in the public domain.,"(d) Its reports shall be made understandable to the wide public through various means e.g. summaries, graphics, video presentations and press releases.",B
70. In analysing risks which of the following question should be addressed with reference to Performance Audit ,(a) what can go wrong ,(b) what is the probability of it going wrong ,(c) what are the consequences,(d) All of the above,A
71. Considerations that determine the strength of evidence is ,"(a) If the observation is highly significant and material, it will require stronger evidence to sustain ",(b) The strength of evidence should be very high when the degree of risk associated with wrong conclusion is low ,"(c) Evidence needs to be more convincing, if the issue is noncontroversial or insensitive",(d) All of the above,A
72. A Performance Audit in an IT environment should ,"(a) assess whether the IT systems enhance economy, efficiency and effectiveness of the entity’s/programme management ",(b) examine the IT system development and maintenance practices of the entity ,(c) determine whether system output meet entity quality and service delivery parameters,(d) All of the above,D
73. CAATs tools can be developed to ,(a) access and extract information from auditee databases ,"(b) perform sampling, statistical processing and analysis ",(c) provide reports designed to meet particular audit needs,(d) All of the above,D
74. The audit of the accounts of authorities and bodies receiving financial assistance in the form of Grant- in-aid/loans from Government is carried out in accordance with the provision of ,(a) Section 13 and 16 of DPC Act ,(b) Section 14 and 15 of DPC Act ,(c) Section 17 and 18 of DPC Act,(d) Section 19 and 20 of DPC Act,B
75. Pick the incorrect one ,"(a) Section 22- The Indian Audit and Accounts Department, functioning under the CAG, derives its authority and the powers for performance of its duties on his behalf ",(b) Section 23- The CAG is authorised to make regulations for carrying into effect the provisions of the DPC Act. ,"(c) Section 24- The CAG is authorised to dispense with, when circumstances so warrant, any part of detailed audit of any account or class of transactions and to apply such limited checks in relation to such accounts or transactions as the CAG may determine under Section",(d) None of the above. ,A
"76. The Public Works departments has constructed a bridge amounting ? 5 crore, the CAG will conduct the audit under Section ","(a) 13 of the DPC Act, 1971 ","(b) 14 of the DPC Act, 1971 ","(c) 16 of the DPC Act, 1971","(d) 13 to 21 of the DPC Act, 1971",A
"77. The Section of the DPC Act, 1971 that authorises the CAG to delegate any power exercisable by the CAG under the provisions of the Act, or any other law, to any officer of his department, by general or special order is ",(a) Section 22 ,(b) Section 24 ,(c) Section 21,(d) Section 23,C
"78. Section 14(1) of the DPC Act, 1971 authorises the CAG to audit the receipts & expenditure of a body or authority if ",(a) the amount of Government grant or loan paid to it in a financial year is not less than rupees twenty- five lakh ,(b) the amount of such grant or loan is not less than seventy-five per cent of its total expenditure during the year. Audit under this Section is subject to the provisions of any law applicable to the body or authority. ,(c) either a or b,(d) both a & b,D
79. FAA of State Government Accounts has been divided into two phase of year-long activities. Which of the following does not fall in Phase I ,(a) Examination of Sanctions and Comprehensive review of Grants ,(b) Examination of Vouchers and FAA using Inputs from Inspection of Treasuries ,(c) Audit of Statements and Appendices of Finance Accounts and Audit of Appropriation accounts,(d) Analysis of inputs by FINAT and Audit of the Monthly Civil Accounts and Report on Monthly Expenditure (Monthly Appropriation Accounts),C
80. While checking Finance Account it should be checked ,"(a) whether the figures are given in ‘Crore of Rupees’ for figures in Statements 1 to10, Notes to Accounts and Appendix I, and in ‘Lakh of Rupees’ for figures in Statements 11 to 19, and remaining Appendices ","(b) whether reconciliation of figures in Statements 12, 13,1 5 and 16 has been carried out with corresponding expenditure figures in Appropriation Accounts. ","(c) whether irregularities if any pointed out by Central Audit Support Sections (CASS) during the year while doing the audit of vouchers in the Loan, Book, Deposit and Account Current sections in Office of Accountant General (A&E) have been complied with.",(d) All of the above,D
"81. Of the various Statements of the Finance Accounts, Statements that may be considered as core statements which represent the details of the entire transactions of the Government during a year are ","(a) 11, 12, 13, 15, 16 & 18 ",(b) 1 to 10 ,"(c) 10, 13, 15, 16, 18 and 19","(d) 9, 10, 12,16, 18 and 19",A
"82. It is to be checked that all the appropriation, expenditure, savings and excess figures are indicated in ",(a) crore of rupees ,(b) lakh of rupees ,(c) thousands of rupees,(d) rupees,C
83. The Classification adopted in the budget should be as per the List of Major and Minor Heads of Account up to ,(a) Major Head of Accounts ,(b) Minor Heads of Accounts ,(c) Sub-Minor Head of Account,(d) Object Head of Accounts,B
84. The process of managing audit quality is a means of ensuring that ,(a). Audit is planned efficiently ,(b). Audit is planned efficiently and executed effectively ,"(c). Audit is planned efficiently, executed effectively and followed-up timely ","(d). Audit is planned efficiently, executed effectively and that the audit product meets the benchmarks of the department and the needs of clients and stake holders",D
85. The broad objectives of quality assurance are to ensure that: ,"(a). Controls are in place at all stages of the audit cycle including planning, execution, reporting and follow up ",(b) Controls are properly implemented ,(c) In built mechanism to constantly review and update the controls exists. ,(d) All of the above.,D
86. ‘Audit Quality Management Framework’ governing the SAI should generally consist of the ,"(a) three major elements of efficiency, effectiveness and economy ","(b) four major elements of five major elements of ‘leadership and direction’, ‘human resources management’, ‘audit management’, and ‘continuous improvement’. ","(c) five major elements of ‘leadership and direction’, ‘human resources management’, ‘audit management’, ‘client and stakeholder relations’ and ‘continuous improvement’.",(d) None of the given,C
87. An SAI should establish policies and procedures to provide reasonable assurance that its audit and other works are carried out in accordance with relevant standards and applicable legal and regulatory requirement and the SAI issues report that are appropriate in the circumstances in terms of ,(a) ISSAI 40 ,(b) ISSAI 20 ,(c) ISSAI 30,(d) ISSAI 50,A
"88. The guiding beacons and give the benchmarks for assessing the performances, independence, Objectivity, Integrity, Reliability, Professional Excellence, Transparency and Positive Approach is called ",(a) Vision ,(b) Mission ,(c) Core Value,(d) All of the above,C
"89. Pick the correct one i. The Primary objective of financial audit is the ""expression of an opinion"" on the financial statements. ii. The CAG’s objectives may determine the way the financial audit is carried out reflecting his audit mandate and policy. iii. The CAG of India may set his audit objectives taking into account the provisions of the Constitution of India, the CAG’s DPC Act, 1971 and any governing legislation. iv. The general audit objectives determine the responsibility of an auditor, before certifying an account, to make sure that competent, relevant and reasonable evidence was obtained to support the auditor’s judgement and conclusions. ","(a) i, ii and iii ","(b) i, iii and iv ","(c) ii, iii and iv",(d) All of the above,D
