20. Which of following errors will be rectified through suspense account ,"(a) Sales return book undercast by Rs. 1,000. ","(b) Sales return by Madhu Rs. 1,000 not recorded. ","(c) Sales return by Madhu Rs 1,000 recorded as Rs,100.","(d) Sales return by Madhu Rs. 1,000 recorded through purchases returns book",A
21. A Trial balance is prepared ,(a) After preparation financial statement ,(b) After recording transactions in subsidiary books ,(c) After posting to ledger is complete,(d) After posting to ledger is complete and accounts have been balanced,D
22. Ledger is a ,(a) Original Book ,(b) Subsidiary book ,(c) Both A & B,(d) Neither A & B,B
23. Accrued Income is ,(a) credited in the journal. ,(b) debited in the journal. ,(c) contra entry made,(d) not entered,B
24. When cheque received from customer is given to some other party it is called ,(a) Negotiate ,(b) Transfer ,(c) Exchange,(d) Endorsement,D
"25. Pick the correct one i. All ledger accounts are put into five categories namely, assets, liabilities, capital, revenues/gains and expense losses ii. All these accounts may further be put into two groups i.e. permanent and temporary accounts. iii. All permanent accounts those are assets, liabilities and capital accounts are balanced and carried forward to the next accounting period. iv. Revenue and expense irrespective of capital or revenue nature are temporary accounts those are closed at the end of the accounting period by transferring them to the trading and profit and loss account ","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, iii and iv",(d) All of the above,A
"26. When starting point is favourable bank balance as cash book, the transaction that will be added to the BRS would be i. Cheques issued by the firm but not yet presented for payment ii. Amounts directly deposited in the bank account iii. Direct payments made by the bank on behalf of the customers iv. Cheques paid into the bank but not yet collected ","(a) ii, iii and iv ","(b) i, iii and iv ","(c) i, ii and iv",(d) All of the above,C
"27. Products recovered from material discarded in a main process, or from the production of some major products, where the material value is to be considered at the time of severance from the main product are called[D4] ",(a) By-product ,(b) Joint-product ,(c) Co-product,(d) Assimilated-product,A
28. Which of the following is the disadvantage of the time wage system ,(a) It is difficult to make distinction between efficient and inefficient workers. ,(b) Labour get flexible work environment as employers are concerned with the output than the time consumed by the workers at work place. ,"(c) Sometimes, under this method, labours compromise with the quality of product in the hurry of completing the targets.",(d) This method of wage payment increases the efficiency and productivity of the workers,A
29. Absorption refers to ,(a) The process of allocation and apportionment of cost to the services department. ,(b) The process of recovering allocated cost to a particular cost centre by the units produced in that cost centre. ,(c) The process of apportioning cost to production departments.,(d) All of the above,B
30. A schedule of materials needed for the job or a unit of production ,(a) Job Card ,(b) Bill of Material ,(c) Material Requisition,(d) Cost Sheet,B
31. The cost which is to be incurred even when a business unit is closed is a ,(a) imputed cost ,(b) historical cost ,(c) sunk cost,(d) shutdown cost,D
32. Bonus under Rowan scheme is paid ,(a) as a proportion of standard time to actual time ,(b) as a proportion of actual time to standard time ,(c) as a proportion of time saved to standard time,(d) as a proportion of standard time to time saved,B
33. Operating costing is suitable for ,(a) job order business ,(b) contractors ,(c) sugar industries,(d) service industries,D
34. Which of the following costs is not a factory overhead expense? ,(a) Depreciation of equipment used in the research department ,(b) Salary of quality control inspector ,(c) Overtime premium paid to direct labour ,(d) Machine maintenance labour cost,B
35. Normal stores losses are ,(a) Part of prime cost ,(b) Part of production overheads ,(c) Part of selling and distribution overheads ,(d) Written-off to costing and profit and loss account,B
36. The capacity which is based on the long-term average of sales expectancy is known as ,(a) Theoretical capacity ,(b) Operating capacity ,(c) Normal capacity ,(d) Delated capacity,C
"37. From the Data of a company XYZ is given below, find the Break Even Sales Particulars ` Sales 15,00,000 Variable cost 9,00,000 Fixed Cost 4,00,000 ","(a) ` 1, 00,000 ","(b) `. 2, 00,000 ","(c) `13, 00,000 ",(d) None of the given options,D
"38. Calculate the amount of direct labour if: Direct material = 15,000; Direct labour = 70% of prime cost ","(a) 6,429 ","(b) 30,000 ","(c) 10,500 ","(d) 35,000",D
39. National chains of tyre fitters stock a popular tyre for which the following information is available: Average usage = 140 tyres per day Minimum usage = 90 tyres per day Maximum usage = 175 tyres per day Lead time = 10 to 16 days Re-order quantity = 3000 tyres Based on the above data calculate the maximum level of stock possible: ,(a) 2800 ,(b) 3000 ,(c) 4900 ,(d) 5800,C
"40. A firm, which makes yachts, has fixed costs of ` 260,000 per month. The product sells for ` 35,000 per boat, and the variable costs of production are ` 15,000 per boat. The boatyard can manufacture 20 boats each month. What is the firm‘s margin of safety at the moment? ",(a) 20% ,(b) 35% ,(c) 54% ,(d) 57%,A
"41. A company buys its annual requirement of 36,000 units in six instalments. Each unit costs Rs.10 and the ordering cost is Rs.250. The inventory carrying cost is estimated at 20% of the unit value per annum, find out the amount to be saved if EOQ is applied to ",(a) ? 1500 ,(b) ? 2500 ,(c) ? 3000,(d) ? 2000,C
"42. Labour force at the beginning of the Year 2017 1900 and at the end of the Year 2017 2100. During the year, 25 people left while 40 persons were discharged. 280 workers were engaged out of which only 30 were appointed in the vacancy created by the number of workers separated and the rest on account of expansion scheme. The labour turnover as per Replacement Method is ",(a) 1.5% ,(b) 2.75% ,(c) 2.25%,(d) 1.75% ,A
"43. When standard output in 60 units per hour and standard rate is ?. 9 per hour. The differential piece rate is applied is 75% of piece rate when below standard and 125% of piece rate when above the standard. Two workers A and B have produced in a day 8 hours 360 units and 500 units respectively, the wages payable respectively will be ",(a) ? 54 and ? 75 ,(b) ? 40.6 and ? 93.75 ,(c) ? 35 and ? 85.65 ,(d) ? 45.2 and ? 90.,B
"44. When sales are ? 20000, Fixed Expenses- ? 4000; Break-Even Point- ? 10000, the revised Break Even Point if selling price is reduced by 20% will be ",(a) ? 12000 ,(b) ? 14000 ,(c) ? 16000,(d) ? 18000,C
45. A worker takes 6 hours to complete a job against the standard time of 9 hours allowed for the job. The wage rate is ?.15/hour and Wage is payable under the Rowan Plan. The rate per hour would ,(a) remain constant @ ? 15 ,(b) increase from ? 15 to ? 18 ,(c) increase from ? 15 to ? 20,(d) decrease from ? 15 to ? 12 ,C
"46. The Cape Cod Cotton Candy Company had the following information available regarding last year's operations: Sales (100,000 units) ` 2,00,000 ; Variable costs ` 1,00,000; Contribution margin ` 1,00,000; Fixed costs ` 50,000; Net Income ` 50,000, If sales were to increase by 200 units, what would be the effect on net income? ",(a) `400 increase ,(b) `200 increase ,(c) `100 increase ,(d) ` 200 loss,B
"47. The branch of accounting that draws the relevant information mainly from financial accounting and cost accounting which helps the management in budgeting, assessing profitability, taking pricing decisions, capital expenditure decisions and so on is[D5] ",(a) Cost-Accounting ,(b) Financial Accounting ,(c) Management Accounting,(d) All of the above,C
48. The primary qualities that make accounting information useful for decision-making are ,(a) Relevance and freedom from bias ,(b) Reliability and comparability ,(c) Comparability and consistency,(d) None of the above,B
49. Recording expenses and revenues in the same period in which they occur ,(a) Accounting Period Principle ,(b) Principle of Money Measurement ,(c) Matching Principle,(d) Consistency Principle,C
50. The business transactions are recorded date wise to create proper record for all transactions. This is part of which of the following ,(a) Realization Concept ,(b) Materiality Concept ,(c) Historical Record Concept,(d) Accounting Period Concept,C
"51. Every transactions has two aspects i.e., debit and credit, under which of the following accounting principles: ",(a) Cash Accrual Principle ,(b) Revenue Accrual Principle ,(c) Dual Aspect Principle,(d) Double Entry Book-keeping System,C
52. Accounting Principles means: i. Which are implemented at the time of recording of accounting transactions ii. Which are implemented at the time of presentation of Financial Statements. iii. Which are written and certain iv. Which are generally acceptable ,"(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, ii and iv",(d) All of the above,C
53. Identified and measured economic events should be recorded in ,(a) chronological order ,(b) ascending order of economic transaction ,(c) descending order of economic transaction,(d) Capital transaction first and revenue later.,A
54. When information about two different enterprises have been prepared presented in a similar manner the information exhibits the characteristic of ,(a) Verifiability ,(b) Relevance ,(c) Reliability,(d) None of the above It leads to comparability.,D
55. Which of the following practices is not in consonance with the convention of conservatism? ,(a) Creating Provision for Bad debts ,(b) Creating Provision for Discount on Creditors ,(c) Creating Provision for Discount on Debtors ,(d) Creating Provision for tax ,B
56. Pick the correct one i. Going Concern Concept assumes that business will be carried on for a definite period ii. The Capital Losses need not be deducted to ascertain net income iii. Provision for bad and doubtful debts is created in recognition of conservatism concept iv. Materiality concept states that all business transactions are to be recorded however insignificant they may be ,"(a) i, ii and iii ","(b) i, iii and iv ","(c) ii, iii and iv",(d) All of the above,A
"57. Short-term Investment, Marketable Securities, Vacant Land and interest from fixed deposit etc. are examples of[D6] ",(a) Operating Assets ,(b) Non-Operating Assets ,(c) Dead Assets,(d) Fictitious Assets,B
58. Discount that is allowed to bulk buyer is ,(a) Cash Discount ,(b) Quantitative Discount ,(c) Trade Discount,(d) All of the above,C
"59. Pick the correct one i. Private limited company is held by few individuals privately having separate legal entity. ii. A public limited company is a form of business organization that operates as a separate legal entity from its owners. iii. In Private limited company, the shareholders cannot trade shares publicly. Shareholders cannot sell their shares without the approval of other shareholders iv. Shares of a public limited company are listed and traded at a stock exchange market freely ","(a) ii, iii and iv ","(b) i, ii and iii ","(c) i, iii and iv",(d) All of the above.,D
60. Government Company means any company in which not less than ,(a) 51% of the share capital is held by the by the Government(s). ,(b) 26% of the share capital is held by the by the Government(s).,(c). 33% of the share capital is held by the by the Government(s),(d) 67% of the share capital is held by the by the Government(s).,A
61. Quorum for Annual General Meeting is ,(a) Private Limited Company- 2 and Public Limited Company-2 ,(b) Private Limited Company- 2 and Public Limited Company-5 ,(c) Private Limited Company- 5 and Public Limited Company-5 ,(d) Private Limited Company- 5 and Public Limited Company-2,B
"62. High Class Interiors had beginning merchandise inventory of ` 75,000. It made purchases of `160,000 and recorded sales of ` 220,000 during January. Its estimated gross profit on sales was 30%. On January 31, the store was destroyed by fire. What was the value of the merchandise inventory loss[D7]? ","(a) ` 154,000 ","(b) ` 160,000 ","(c) `. 235,000 ","(d) ` 81,000",D
"63. ` 4,500 paid to Madan as salary for the month of August 2019, this was debited to his A/c, this is an error of ",(a) Principle ,(b) Omission ,(c) Commission ,(d) Compensating,C
64. Opening entries are generally passed through- ,(a) General Journal ,(b) Purchase Journal ,(c) Profit and Loss A/c ,(d) Suspense A/c,A
"65. The balance as per bank statement of a company is `12,000 (Dr.). The company deposited two cheques worth `9,500, out of which one cheque for `2,300 was dishonoured which was not entered in the cash book. The credit balance as per cash book is ","(a) `21,000 ","(b) `15,300 ","(c) `23,800 ","(d) `9,700",D
66. Suspense A/c is generally opened to rectify ,(a) Errors of principle ,(b) One sided errors ,(c) Compensating errors ,(d) All types of errors,B
67. Pick the correct one[D8] ,(a) Capital Reserve shall not include any amount regarded as free for distribution through Income and Expenditure A/c ,(b) Surplus on revaluation of fixed assets should be treated as Capital Reserves and shown separately. ,(c) Both A&B,(d) none of the given,C
"68. Pick the correct one regarding Ear-marked Fund i. Amount received as grant/assistance or retained by the entity to be utilised for specific or earmarked purposes. ii. Amount remains to be utilised for specific purposes shall not be disclosed under this head instead shall be shown under the head Corpus Fund iii. The Plan fund received from Central and State Government are to be shown as distinct category of fund. iv. Records relating to fixed assets acquired/constructed should be maintained for each earmarked fund. However, in financial statement, aggregate accumulated cost up-to each year and of each earmarked fund, unless the assets are taken over, may be disclosed. ","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, iii and iv",(d) All of the above,C
"69. The head Deferred Credit should be include acceptance and other similar long-term obligations in respect of acquisition of assets, the liability for payment of which falls in period ",(a) longer than 12 months as at the date of balance sheet ,(b) less than 12 months as at the date of balance sheet ,(c) longer than 18 months as at the date of balance sheet,(d) less than 18 months as at the date of balance sheet,A
"70. Pick the correct one i. Where there is a very large number of library books or where there is an established library, these books may be disclosed as a separate category of assets. ii. Library books will include books/journals/information stored in CD ROMs iii. Fixed assets in the course of construction should be shown against the head Capital-in-Progress till they are ready for the intended use. iv. Plant, machinery and equipment acquired and pending installation should also be shown under the head Capital-in-Progress. ","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, iii and iv",(d) All of the above,D
"71. In Schedule 4, the amount due against Secured Loan & borrowings and Un-secured Loan & Borrowings shall be disclosed, if the same is ",(a) due within a period of less than 12 months as at the Balance Sheet date need to be disclosed ,(b) due after a period of 12 months as at the Balance Sheet date need to be disclosed ,(c) due within a period of less than 6 months as at the Balance Sheet date need to be disclosed ,(d) due after a period of 6 months as at the Balance Sheet date need to be disclosed,A
"72. The budgeted annual sales of a firm is ` 80 lakhs and 25% of the same is cash sales. If the average amount of debtors of the firm is ` 5 lakhs, the average collection period of credit sales months[D9].",(a)1.50,(b)1.00 ,(c) 0.50 ,(d) 1.75,B
73. The contribution margin increases when sales volume and price remain the same and ,(a) Variable cost per unit decreases ,(b) Variable cost per unit increases ,(c) Fixed costs per unit increase ,(d) All of the given options,D
74. Which of the following is not an example of marketing overheads? ,(a) Salary of the foreman ,(b) Publicity expenses ,(c) Salaries of sales staff; ,(d) Secondary packing charges,A
"75. It maintains a cushion for contingencies arising out of uncertainties on either demand/supply side, ",(a) Re-order quantity ,(b) Minimum Level ,(c) Safety Stock,(d) Blanket Stock,C
76. The pricing of issues only deals with the assigning of pricing to the issues. It has nothing to do with the actual physical movement of materials. ,(a) True ,(b) False,,,A
77. Pick the incorrect one ,(a) The normal loss should be transferred to Overhead Control Account ,(b) The abnormal loss should be written off to the Costing Profit and Loss account. ,(c) An alternative method is used to price per unit of material so as to cover the abnormal loss,(d) None of the given,C
78. The term used for materials which are badly damaged in manufacturing operations and they cannot be rectified economically and hence taken out of process to be disposed of in some manner without further processing ,(a) Obsolete ,(b) Waste ,(c) Scrap,(d) Spoilage,D
79. Pick the incorrect regarding functions of Time-keeping department ,(a) Main function of this department is to accurately record the time spent by each worker on the work place and it will be forwarded to the pay-master department ,(b) Time-keeping department train the person hired before sending them to the workplace ,(c) It plays an important role in the accounting and controlling of labour cost,(d) Some most prevalent methods are 1. Attendance register 2. Token or disc method 3. Time-recording clocks 4. Biometric time clock,C
80. Holiday pay is ,(a) treated as indirect cost and charged from the factory overheads account and thus it will be recovered from the production ,(b) treated as direct cost and charged from the Prime cost and thus it will be included in the cost of item ,(c) treated as extraordinary cost and charged as administrative expense from the costing profit & loss account,(d) None of the given,A
81. This scheme that is generally introduced where individual efficiency cannot be established for the payment of bonus is ,(a) Piece-rate and hourly rate plan ,(b) Group-bonus and piece rate plan ,(c) Group-bonus and Hourly-rate plan,"(d) Piece-rate, hourly rate plan and Group-bonus scheme",B
"82. Standard Output in 10 hours is 120 units, actual output in 8 hours is 132 units and wages Rate per hour is ? 15, the wages payable under Rowan Plan would be ",(a) ? 144 ,(b) ? 150 ,(c) ? 135,(d) ? 165 ,A
"83. Selling price 20, variable cost is 12 and fixed cost is ? 2000000. If selling price is increased by 10% and fixed cost remains same, the revised break-even point will be ",(a) 150000 units ,(b) 200000 units ,(c) 250000 units,(d) 300000 units,B
"84. Standard Output in 10 hours is 120 units, actual output in 8 hours is 132 units and wages Rate per hour is ? 15, if wages are paid as per Halsey Premium Plan the rate per hour will be ",(a) ? 15 ,(b) ? 16.5 ,(c) ? 16.88,(d) ? 17.56,C
"85. When sales are ? 20000, Fixed Expenses- ? 4000; ; Break-Even Point- ? 10000, the contribution will be ",(a) ? 8000 ,(b) ? 10000 ,(c) ? 12000,(d) ? 16000 ,A
"86. In a factory the standard time allowed for completing a given task (50units), is 8hours. The guaranteed time wages are 20 per hour. If a task is completed in less than the standard time, the high rate of 4 per unit is payable. Calculate the wages of a worker, under the Gantt system, if he completes the task in 8 hours ",(a) 200 ,(b) 192 ,(c) 166,(d) 240,B
"87. Fixed cost - Rs.500000, Variable Cost- Rs. 10 per unit, Selling Price- Rs. 15 per unit, Output level 150000 units, find the amount of profit ",(a) 500000 ,(b) 750000 ,(c) 600000,(d) 250000,D
"87A. Sales- Rs. 1,00,000; Total Cost- Rs. 80,000; Fixed Cost- Rs. 20,000 and Net Profit- Rs. 20,000, find the Profit volume ratio ",(a) 40% ,(b) 25% ,(c) 60%,(d) 50%,A
"88. Normal usage- 50 per week each, Maximum usage -75 per week each and Minimum usage 25 per week Re-order quantity is 300 and Re-Order period is 4 to 6 Weeks. Find the average stock level ",(a) 450 ,(b) 200 ,(c) 650,(d) 425,D
"89. From the following details, calculate the direct labour hour rate of department P. (i) The number of workers – 300 (ii) The department works for 325 days in a year. (iii) The department works for one shift of 8 hours. (iv) 10% of the man – hours is expected to be lost in idle time and, (v) The total factory overheads of department P are Rs. 105300. ",(a) 0.135 ,(b) 0.15 ,(c) 0.165,(d) 0.17,B
"90. Fixed Cost = Rs.40, 000 , Profit = Rs. 20,000, B.E.P. = Rs. 80,000 , find the amount of sale ",(a) 120000 ,(b) 150000 ,(c) 100000,(d) 140000,A
"91. The cost data pertaining to Product ?X? of XL Ltd. are as follows : Maximum capacity 30,000 units Normal capacity 15,000 units Increase in inventory 1,880 units Variable cost per unit ` 12 Selling price per unit ` 50 Fixed manufacturing overhead costs ` 3,60,000 If the profit under Absorption costing method is ` 1,01,000, the profit under Marginal costing method would be","(a) ` 1,46,120 ","(b) ` 1,23,560 ","(c) ` 55,880 ","(d)  73,340",C
"92. As per AS-6, Depreciation is a process of[D10] ",(a) Valuation ,(b) Valuation and allocation ,(c) Allocation ,(d) Appropriation,C
93. Pick the correct in terms of AS-29 ,(a) An enterprise should recognize a contingent asset and disclose it in financial statements. ,"(b) It may also be disclosed in the report of approving authority, where an inflow is probable. ",(c) Both A&B,(d) None of the given,B
94. Pick the incorrect matched ,(a) AS 23- Accounting for Investments in Associates in Consolidated Financial Statements ,(b) AS 11- Accounting for the Effects of Changes in Foreign Exchange Rates ,(c) AS 15- Borrowing Costs,(d) None of the given,C
"95. In term of AS-09 Revenue Recognition, Pick the correct one i. Under installment sale, Revenue of sale price excluding interest should be recognised on the date of sale. ii. Under sale with money back policy, It may be appropriate to recognize the sale but to make suitable provision for returns based on previous experience. iii. For subscription received for publication, revenue received or billed should be deferred and recognised either on a straight-line basis over time or where the items delivered vary in value from period to period, revenue should be based on the sales value of the item delivered. iv. In case of sale of show ticket, revenue should be recognised when the event takes place. ","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, ii and iv",(d) All of the above,D
"96. In terms of AS-07 Construction Contract, pick the correct one i. A Construction contract is a contract specifically negotiated for the construction of an asset or a combination of assets that are closely interrelated or interdependent in terms of their design, technology and function or their ultimate purpose or use. ii. When the outcome of a construction contract can be estimated reliably, contract revenue and contract cost should be recognized as revenue and expenses by reference to the stage of construction (percentage of completion) iii. When the outcome of a construction contract cannot be estimated reliably, Revenue should be recognized only to the extent of contract costs incurred of which recovery is probable. (i.e. Revenue recognized = Costs Incurred) iv. Contract costs should be recognized as an expense in the period in which they are agreed upon. ","(a) i, ii and iii ","(b) ii, iii and iv ",(c) i and iv,(d) All of the above,A
"97. Pick the correct regarding prior-period items in accordance with AS-05 Net Profit or Loss for the Period, Prior Period Items and Changes in Accounting Policy ",(a) Prior Period items are incomes or expenses that arise in the current period as a result of ERROR or OMMISSIONS in the preparation of the financial statements of one or more prior periods. ,(b) The nature and amount of prior period items should be separately disclosed in the statement of profit and loss in a manner that their impact on the current profit or loss can be perceived ,(c) Both A&B,(d) None of the given,C
98. The carrying amount of long-term investments is carried at ,(a) fair value ,(b) cost ,(c) fair value or cost whichever is lower,(d) fair value or cost whichever is higher,B
"99. Pick the correct one regarding payment of retirement benefit to the employees i. AS 15 deals with accounting of retirement benefit ii. Payment of retirement benefits may be made out of its own fund or through a trust created for purpose or through an insurer’s scheme iii. Appropriation to own fund, contribution to trust or premium to the insurer shall be made through Profit and Loss account iv. Such amount is calculated on estimation basis. ","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, ii and iv",(d) All of the above,A
100. Pick the incorrect one ,"(a) If the risks and returns of an enterprise are affected predominantly by differences in the products, business segments are recognized as primary segments and geographical segments as secondary segments and vice versa. ","(b) If the risks and returns of an enterprise are affected both by differences in the products as well as differences in the locations in which it operates, then the enterprise should use business segments as its primary segment and geographical segment as its secondary segment. ","(c) If risks and returns of an enterprise are affected neither by differences in products/services nor by differences in geographical areas of operations, the management may elect any of the two as primary with other being secondary segment.",(d) None of the given,D
